Tanggal;Terakhir;Pembukaan;Tertinggi;Terendah
07/07/2017;11720;11530;11725;11530
06/07/2017;11645;11650;11650;11645
05/07/2017;11610;11600;11605;11585
03/07/2017;11515;11610;11610;11560
30/06/2017;11505;11780;11785;11520
29/06/2017;11590;11390;11700;11350
28/06/2017;11425;11290;11445;11255
27/06/2017;11290;11185;11340;11165
26/06/2017;11180;11255;11280;11100
23/06/2017;11255;11135;11330;11050
22/06/2017;11105;11155;11370;11100
21/06/2017;11175;11345;11345;11160
20/06/2017;11370;11450;11490;11340
19/06/2017;11520;11355;11550;11335
16/06/2017;11400;11445;11490;11360
15/06/2017;11475;11050;11490;11025
14/06/2017;11030;11245;11260;10860
13/06/2017;11255;11255;11365;11210
12/06/2017;11300;11260;11360;11245
09/06/2017;11320;11230;11335;11130
08/06/2017;11230;11210;11280;11200
07/06/2017;11230;11100;11235;11050
06/06/2017;11095;11045;11155;11045
05/06/2017;11045;11145;11185;11030
02/06/2017;11120;11010;11265;10990
01/06/2017;11050;11110;11195;11010
31/05/2017;11130;11175;11245;11100
30/05/2017;11185;10960;11200;10850
26/05/2017;10975;10940;10995;10850
25/05/2017;10930;11050;11070;10880
24/05/2017;11055;10840;11110;10840
23/05/2017;10910;11000;11105;10905
22/05/2017;11055;10845;11080;10795
19/05/2017;10830;10895;10895;10765
18/05/2017;10885;10905;10950;10710
17/05/2017;10910;10625;10985;10625
16/05/2017;10625;10660;10700;10520
15/05/2017;10630;10410;10750;10410
12/05/2017;10230;10640;10790;10320
11/05/2017;10415;10220;10305;10220
10/05/2017;10055;9895;10035;9895
09/05/2017;9645;9920;9950;9900
08/05/2017;9700;9690;9690;9690
05/05/2017;9620;9672;9930;9605
04/05/2017;9650;9600;9600;9600
03/05/2017;9635;9307;9940;9250
02/05/2017;9330;9347;9670;9252
01/05/2017;9355;9250;9250;9250
28/04/2017;9130;9130;9185;9130
27/04/2017;9135;9205;9245;9130
26/04/2017;9145;9290;9350;9150
25/04/2017;9295;9610;9640;9270
24/04/2017;9605;9800;9830;9600
21/04/2017;9770;9850;9850;9740
20/04/2017;9850;10020;10080;9805
19/04/2017;10050;10090;10130;10015
18/04/2017;10050;10090;10150;10025
17/04/2017;10100;10210;10240;10095
13/04/2017;10170;10160;10260;10030
12/04/2017;10180;10235;10290;10150
11/04/2017;10265;10260;10270;10175
10/04/2017;10265;10215;10275;10175
07/04/2017;10230;10210;10260;10140
06/04/2017;10180;10155;10260;10140
05/04/2017;10175;10100;10195;10090
04/04/2017;10070;10075;10170;10050
03/04/2017;10070;9890;10215;9880
31/03/2017;9895;9845;9980;9810
30/03/2017;9845;9840;9900;9790
29/03/2017;9865;9755;9890;9750
28/03/2017;9755;9790;9830;9700
27/03/2017;9805;9795;9900;9720
24/03/2017;9780;9830;9860;9765
23/03/2017;9850;9785;9860;9775
22/03/2017;9780;9765;9800;9730
21/03/2017;9770;9830;9870;9740
20/03/2017;9855;9915;9935;9780
17/03/2017;9915;9815;9945;9760
16/03/2017;9830;9700;9835;9665
15/03/2017;9675;9725;9770;9640
14/03/2017;9550;9580;9580;9550
13/03/2017;9620;9660;9840;9655
10/03/2017;9465;9450;9450;9450
09/03/2017;9465;9365;9465;9365
08/03/2017;9385;9355;9355;9355
07/03/2017;9275;9570;9592;9490
06/03/2017;9325;9590;9620;9572
03/03/2017;9325;9350;9350;9350
02/03/2017;9355;9340;9340;9335
01/03/2017;9380;9295;9295;9295
28/02/2017;9285;9390;9420;9305
27/02/2017;9355;9440;9450;9330
24/02/2017;9425;9450;9450;9360
23/02/2017;9470;9450;9500;9400
22/02/2017;9460;9425;9475;9270
21/02/2017;9430;9365;9510;9365
17/02/2017;9335;9310;9365;9300
16/02/2017;9340;9380;9435;9300
15/02/2017;9390;9425;9445;9360
14/02/2017;9435;9480;9520;9410
13/02/2017;9485;9540;9540;9450
10/02/2017;9565;9435;9600;9435
09/02/2017;9475;9530;9605;9420
08/02/2017;9555;9390;9565;9390
07/02/2017;9425;9475;9490;9340
06/02/2017;9485;9500;9645;9480
03/02/2017;9545;9515;9605;9505
02/02/2017;9535;9535;9585;9470
01/02/2017;9530;9595;9620;9500
31/01/2017;9535;9710;9745;9525
30/01/2017;9765;9800;9840;9705
27/01/2017;9810;9730;9825;9660
26/01/2017;9750;9840;9865;9750
25/01/2017;9840;9950;9980;9810
24/01/2017;9930;9830;9985;9750
23/01/2017;9800;9865;9895;9755
20/01/2017;9820;9810;9865;9785
19/01/2017;9835;9880;9975;9810
18/01/2017;9920;9945;10020;9800
17/01/2017;9950;9900;10100;9880
